GPU: NVIDIA GeForce RTX 3080 Ti
GPU memory: 12038.19 MB
Epoch [100/200000] Training Loss: 0.00246562 Testing Loss: 0.00202393 || lr: [0.001]
Epoch [57600/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [57700/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [57800/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [57900/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [58000/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [58100/200000] Training Loss: 0.00000039 Testing Loss: 0.00000041 || lr: [0.00049]
Epoch [58200/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [58300/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [58400/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [58500/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [58600/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [58700/200000] Training Loss: 0.00000036 Testing Loss: 0.00000039 || lr: [0.00049]
Epoch [58800/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [58900/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [59000/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [59100/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [59200/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [59300/200000] Training Loss: 0.00000126 Testing Loss: 0.00000165 || lr: [0.00049]
Epoch [59400/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [59500/200000] Training Loss: 0.00000059 Testing Loss: 0.00000047 || lr: [0.00049]
Epoch [59600/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [59700/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [59800/200000] Training Loss: 0.00000037 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [59900/200000] Training Loss: 0.00000035 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [60000/200000] Training Loss: 0.00000040 Testing Loss: 0.00000041 || lr: [0.00049]
Epoch [60100/200000] Training Loss: 0.00000038 Testing Loss: 0.00000041 || lr: [0.00049]
Epoch [60200/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [60300/200000] Training Loss: 0.00000048 Testing Loss: 0.00000054 || lr: [0.00049]
Epoch [60400/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [60500/200000] Training Loss: 0.00000039 Testing Loss: 0.00000041 || lr: [0.00049]
Epoch [60600/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [60700/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [60800/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [60900/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [61000/200000] Training Loss: 0.00000040 Testing Loss: 0.00000041 || lr: [0.00049]
Epoch [61100/200000] Training Loss: 0.00000034 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [61200/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [61300/200000] Training Loss: 0.00000033 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [61400/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [61500/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [61600/200000] Training Loss: 0.00000043 Testing Loss: 0.00000054 || lr: [0.00049]
Epoch [61700/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [61800/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [61900/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [62000/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [62100/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [62200/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [62300/200000] Training Loss: 0.00000033 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [62400/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [62500/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [62600/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [62700/200000] Training Loss: 0.00000032 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [62800/200000] Training Loss: 0.00000044 Testing Loss: 0.00000039 || lr: [0.00049]
Epoch [62900/200000] Training Loss: 0.00000032 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [63000/200000] Training Loss: 0.00001473 Testing Loss: 0.00000438 || lr: [0.00049]
Epoch [63100/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [63200/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [63300/200000] Training Loss: 0.00000032 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [63400/200000] Training Loss: 0.00000032 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [63500/200000] Training Loss: 0.00000032 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [63600/200000] Training Loss: 0.00000032 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [63700/200000] Training Loss: 0.00000036 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [63800/200000] Training Loss: 0.00000032 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [63900/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [64000/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [64100/200000] Training Loss: 0.00000606 Testing Loss: 0.00000946 || lr: [0.00049]
Epoch [64200/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [64300/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [64400/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [64500/200000] Training Loss: 0.00000036 Testing Loss: 0.00000040 || lr: [0.00049]
Epoch [64600/200000] Training Loss: 0.00000338 Testing Loss: 0.00000433 || lr: [0.00049]
Epoch [64700/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [64800/200000] Training Loss: 0.00000085 Testing Loss: 0.00000109 || lr: [0.00049]
Epoch [64900/200000] Training Loss: 0.00000032 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [65000/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [65100/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [65200/200000] Training Loss: 0.00000034 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [65300/200000] Training Loss: 0.00000056 Testing Loss: 0.00000066 || lr: [0.00049]
Epoch [65400/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [65500/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [65600/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [65700/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [65800/200000] Training Loss: 0.00000032 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [65900/200000] Training Loss: 0.00000203 Testing Loss: 0.00000199 || lr: [0.00049]
Epoch [66000/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [66100/200000] Training Loss: 0.00000044 Testing Loss: 0.00000051 || lr: [0.00049]
Epoch [66200/200000] Training Loss: 0.00000509 Testing Loss: 0.00000394 || lr: [0.00049]
Epoch [66300/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [66400/200000] Training Loss: 0.00000413 Testing Loss: 0.00000707 || lr: [0.00049]
Epoch [66500/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [66600/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [66700/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [66800/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [66900/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [67000/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [67100/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [67200/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [67300/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [67400/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [67500/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [67600/200000] Training Loss: 0.00000039 Testing Loss: 0.00000043 || lr: [0.00049]
Epoch [67700/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [67800/200000] Training Loss: 0.00000032 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [67900/200000] Training Loss: 0.00000033 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [68000/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [68100/200000] Training Loss: 0.00000042 Testing Loss: 0.00000045 || lr: [0.00049]
Epoch [68200/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [68300/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [68400/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [68500/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [68600/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [68700/200000] Training Loss: 0.00000036 Testing Loss: 0.00000039 || lr: [0.00049]
Epoch [68800/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [68900/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [69000/200000] Training Loss: 0.00000045 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [69100/200000] Training Loss: 0.00000168 Testing Loss: 0.00000109 || lr: [0.00049]
Epoch [69200/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [69300/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [69400/200000] Training Loss: 0.00000033 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [69500/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [69600/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [69700/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [69800/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [69900/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [70000/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [70100/200000] Training Loss: 0.00000042 Testing Loss: 0.00000047 || lr: [0.00049]
Epoch [70200/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [70300/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [70400/200000] Training Loss: 0.00002884 Testing Loss: 0.00005216 || lr: [0.00049]
Epoch [70500/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [70600/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [70700/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [70800/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [70900/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [71000/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [71100/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [71200/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [71300/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [71400/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [71500/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [71600/200000] Training Loss: 0.00000044 Testing Loss: 0.00000061 || lr: [0.00049]
Epoch [71700/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [71800/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [71900/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [72000/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [72100/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [72200/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [72300/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [72400/200000] Training Loss: 0.00000474 Testing Loss: 0.00000498 || lr: [0.00049]
Epoch [72500/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [72600/200000] Training Loss: 0.00000162 Testing Loss: 0.00000155 || lr: [0.00049]
Epoch [72700/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [72800/200000] Training Loss: 0.00000039 Testing Loss: 0.00000044 || lr: [0.00049]
Epoch [72900/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [73000/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [73100/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [73200/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [73300/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [73400/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [73500/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [73600/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [73700/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [73800/200000] Training Loss: 0.00000097 Testing Loss: 0.00000050 || lr: [0.00049]
Epoch [73900/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [74000/200000] Training Loss: 0.00000034 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [74100/200000] Training Loss: 0.00000107 Testing Loss: 0.00000119 || lr: [0.00049]
Epoch [74200/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [74300/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [74400/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [74500/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [74600/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [74700/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [74800/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [74900/200000] Training Loss: 0.00000055 Testing Loss: 0.00000049 || lr: [0.00049]
Epoch [75000/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [75100/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [75200/200000] Training Loss: 0.00000031 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [75300/200000] Training Loss: 0.00000031 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [75400/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [75500/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [75600/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [75700/200000] Training Loss: 0.00000039 Testing Loss: 0.00000045 || lr: [0.00049]
Epoch [75800/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [75900/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [76000/200000] Training Loss: 0.00000031 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [76100/200000] Training Loss: 0.00000031 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [76200/200000] Training Loss: 0.00000031 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [76300/200000] Training Loss: 0.00000165 Testing Loss: 0.00000151 || lr: [0.00049]
Epoch [76400/200000] Training Loss: 0.00000126 Testing Loss: 0.00000166 || lr: [0.00049]
Epoch [76500/200000] Training Loss: 0.00000031 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [76600/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [76700/200000] Training Loss: 0.00000033 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [76800/200000] Training Loss: 0.00000032 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [76900/200000] Training Loss: 0.00002060 Testing Loss: 0.00001949 || lr: [0.00049]
Epoch [77000/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [77100/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [77200/200000] Training Loss: 0.00000031 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [77300/200000] Training Loss: 0.00000031 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [77400/200000] Training Loss: 0.00000031 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [77500/200000] Training Loss: 0.00000031 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [77600/200000] Training Loss: 0.00000031 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [77700/200000] Training Loss: 0.00000031 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [77800/200000] Training Loss: 0.00000031 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [77900/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [78000/200000] Training Loss: 0.00000174 Testing Loss: 0.00000146 || lr: [0.00049]
Epoch [78100/200000] Training Loss: 0.00000031 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [78200/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [78300/200000] Training Loss: 0.00000265 Testing Loss: 0.00000263 || lr: [0.00049]
Epoch [78400/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [78500/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [78600/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [78700/200000] Training Loss: 0.00000031 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [78800/200000] Training Loss: 0.00000040 Testing Loss: 0.00000042 || lr: [0.00049]
Epoch [78900/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [79000/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [79100/200000] Training Loss: 0.00000044 Testing Loss: 0.00000047 || lr: [0.00049]
Epoch [79200/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [79300/200000] Training Loss: 0.00000031 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [79400/200000] Training Loss: 0.00000031 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [79500/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [79600/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [79700/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [79800/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [79900/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [80000/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [80100/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [80200/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [80300/200000] Training Loss: 0.00000053 Testing Loss: 0.00000075 || lr: [0.00049]
Epoch [80400/200000] Training Loss: 0.00000031 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [80500/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [80600/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [80700/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [80800/200000] Training Loss: 0.00000069 Testing Loss: 0.00000058 || lr: [0.00049]
Epoch [80900/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [81000/200000] Training Loss: 0.00000034 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [81100/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [81200/200000] Training Loss: 0.00000033 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [81300/200000] Training Loss: 0.00000088 Testing Loss: 0.00000049 || lr: [0.00049]
Epoch [81400/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [81500/200000] Training Loss: 0.00000129 Testing Loss: 0.00000118 || lr: [0.00049]
Epoch [81600/200000] Training Loss: 0.00000051 Testing Loss: 0.00000052 || lr: [0.00049]
Epoch [81700/200000] Training Loss: 0.00000082 Testing Loss: 0.00000043 || lr: [0.00049]
Epoch [81800/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [81900/200000] Training Loss: 0.00000118 Testing Loss: 0.00000146 || lr: [0.00049]
Epoch [82000/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [82100/200000] Training Loss: 0.00000041 Testing Loss: 0.00000046 || lr: [0.00049]
Epoch [82200/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [82300/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [82400/200000] Training Loss: 0.00000031 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [82500/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [82600/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [82700/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [82800/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [82900/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [83000/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [83100/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [83200/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [83300/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [83400/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [83500/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [83600/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [83700/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [83800/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [83900/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [84000/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [84100/200000] Training Loss: 0.00000053 Testing Loss: 0.00000048 || lr: [0.00049]
Epoch [84200/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [84300/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [84400/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [84500/200000] Training Loss: 0.00000038 Testing Loss: 0.00000042 || lr: [0.00049]
Epoch [84600/200000] Training Loss: 0.00000786 Testing Loss: 0.00001186 || lr: [0.00049]
Epoch [84700/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [84800/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [84900/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [85000/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [85100/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [85200/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [85300/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [85400/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [85500/200000] Training Loss: 0.00000035 Testing Loss: 0.00000040 || lr: [0.00049]
Epoch [85600/200000] Training Loss: 0.00000215 Testing Loss: 0.00000268 || lr: [0.00049]
Epoch [85700/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [85800/200000] Training Loss: 0.00000917 Testing Loss: 0.00002043 || lr: [0.00049]
