GPU: NVIDIA GeForce RTX 4090
GPU memory: 24080.88 MB
Loading existing data...
Epoch 100 / 400000 | Train Loss: 0.22252496 | Test Loss: 0.22624892 | lr: [0.0001]
Epoch 170100 / 400000 | Train Loss: 0.00037268 | Test Loss: 0.00051123 | lr: [3.2768000000000016e-05]
Epoch 170200 / 400000 | Train Loss: 0.00040662 | Test Loss: 0.00054840 | lr: [3.2768000000000016e-05]
Epoch 170300 / 400000 | Train Loss: 0.00037784 | Test Loss: 0.00051631 | lr: [3.2768000000000016e-05]
Epoch 170400 / 400000 | Train Loss: 0.00036055 | Test Loss: 0.00049640 | lr: [3.2768000000000016e-05]
Epoch 170500 / 400000 | Train Loss: 0.00036966 | Test Loss: 0.00050234 | lr: [3.2768000000000016e-05]
Epoch 170600 / 400000 | Train Loss: 0.00037601 | Test Loss: 0.00051202 | lr: [3.2768000000000016e-05]
Epoch 170700 / 400000 | Train Loss: 0.00038600 | Test Loss: 0.00052426 | lr: [3.2768000000000016e-05]
Epoch 170800 / 400000 | Train Loss: 0.00036849 | Test Loss: 0.00050067 | lr: [3.2768000000000016e-05]
Epoch 170900 / 400000 | Train Loss: 0.00035950 | Test Loss: 0.00049190 | lr: [3.2768000000000016e-05]
Epoch 171000 / 400000 | Train Loss: 0.00036341 | Test Loss: 0.00049765 | lr: [3.2768000000000016e-05]
Epoch 171100 / 400000 | Train Loss: 0.00036327 | Test Loss: 0.00049513 | lr: [3.2768000000000016e-05]
Epoch 171200 / 400000 | Train Loss: 0.00037169 | Test Loss: 0.00050579 | lr: [3.2768000000000016e-05]
Epoch 171300 / 400000 | Train Loss: 0.00035915 | Test Loss: 0.00049517 | lr: [3.2768000000000016e-05]
Epoch 171400 / 400000 | Train Loss: 0.00037666 | Test Loss: 0.00051207 | lr: [3.2768000000000016e-05]
Epoch 171500 / 400000 | Train Loss: 0.00037796 | Test Loss: 0.00051508 | lr: [3.2768000000000016e-05]
Epoch 171600 / 400000 | Train Loss: 0.00036105 | Test Loss: 0.00049516 | lr: [3.2768000000000016e-05]
Epoch 171700 / 400000 | Train Loss: 0.00036044 | Test Loss: 0.00049458 | lr: [3.2768000000000016e-05]
Epoch 171800 / 400000 | Train Loss: 0.00038183 | Test Loss: 0.00052016 | lr: [3.2768000000000016e-05]
Epoch 171900 / 400000 | Train Loss: 0.00035974 | Test Loss: 0.00049480 | lr: [3.2768000000000016e-05]
Epoch 172000 / 400000 | Train Loss: 0.00037277 | Test Loss: 0.00051186 | lr: [3.2768000000000016e-05]
Epoch 172100 / 400000 | Train Loss: 0.00036192 | Test Loss: 0.00049671 | lr: [3.2768000000000016e-05]
Epoch 172200 / 400000 | Train Loss: 0.00036797 | Test Loss: 0.00050553 | lr: [3.2768000000000016e-05]
Epoch 172300 / 400000 | Train Loss: 0.00037094 | Test Loss: 0.00050502 | lr: [3.2768000000000016e-05]
Epoch 172400 / 400000 | Train Loss: 0.00036924 | Test Loss: 0.00050370 | lr: [3.2768000000000016e-05]
Epoch 172500 / 400000 | Train Loss: 0.00036078 | Test Loss: 0.00049676 | lr: [3.2768000000000016e-05]
Epoch 172600 / 400000 | Train Loss: 0.00038329 | Test Loss: 0.00051717 | lr: [3.2768000000000016e-05]
Epoch 172700 / 400000 | Train Loss: 0.00036357 | Test Loss: 0.00049970 | lr: [3.2768000000000016e-05]
Epoch 172800 / 400000 | Train Loss: 0.00036286 | Test Loss: 0.00049999 | lr: [3.2768000000000016e-05]
Epoch 172900 / 400000 | Train Loss: 0.00036892 | Test Loss: 0.00049917 | lr: [3.2768000000000016e-05]
Epoch 173000 / 400000 | Train Loss: 0.00038169 | Test Loss: 0.00051776 | lr: [3.2768000000000016e-05]
Epoch 173100 / 400000 | Train Loss: 0.00036340 | Test Loss: 0.00049767 | lr: [3.2768000000000016e-05]
Epoch 173200 / 400000 | Train Loss: 0.00037069 | Test Loss: 0.00050525 | lr: [3.2768000000000016e-05]
Epoch 173300 / 400000 | Train Loss: 0.00036710 | Test Loss: 0.00050089 | lr: [3.2768000000000016e-05]
Epoch 173400 / 400000 | Train Loss: 0.00038548 | Test Loss: 0.00052335 | lr: [3.2768000000000016e-05]
Epoch 173500 / 400000 | Train Loss: 0.00036573 | Test Loss: 0.00050274 | lr: [3.2768000000000016e-05]
Epoch 173600 / 400000 | Train Loss: 0.00036263 | Test Loss: 0.00049535 | lr: [3.2768000000000016e-05]
Epoch 173700 / 400000 | Train Loss: 0.00036040 | Test Loss: 0.00049366 | lr: [3.2768000000000016e-05]
Epoch 173800 / 400000 | Train Loss: 0.00035025 | Test Loss: 0.00048461 | lr: [3.2768000000000016e-05]
Epoch 173900 / 400000 | Train Loss: 0.00036003 | Test Loss: 0.00049472 | lr: [3.2768000000000016e-05]
Epoch 174000 / 400000 | Train Loss: 0.00038150 | Test Loss: 0.00051025 | lr: [3.2768000000000016e-05]
Epoch 174100 / 400000 | Train Loss: 0.00037379 | Test Loss: 0.00050890 | lr: [3.2768000000000016e-05]
Epoch 174200 / 400000 | Train Loss: 0.00036413 | Test Loss: 0.00049839 | lr: [3.2768000000000016e-05]
Epoch 174300 / 400000 | Train Loss: 0.00035703 | Test Loss: 0.00048918 | lr: [3.2768000000000016e-05]
Epoch 174400 / 400000 | Train Loss: 0.00035161 | Test Loss: 0.00048634 | lr: [3.2768000000000016e-05]
Epoch 174500 / 400000 | Train Loss: 0.00038799 | Test Loss: 0.00052910 | lr: [3.2768000000000016e-05]
Epoch 174600 / 400000 | Train Loss: 0.00036728 | Test Loss: 0.00050135 | lr: [3.2768000000000016e-05]
Epoch 174700 / 400000 | Train Loss: 0.00037165 | Test Loss: 0.00050681 | lr: [3.2768000000000016e-05]
Epoch 174800 / 400000 | Train Loss: 0.00037089 | Test Loss: 0.00050677 | lr: [3.2768000000000016e-05]
Epoch 174900 / 400000 | Train Loss: 0.00037500 | Test Loss: 0.00051136 | lr: [3.2768000000000016e-05]
Epoch 175000 / 400000 | Train Loss: 0.00036467 | Test Loss: 0.00049691 | lr: [3.2768000000000016e-05]
Epoch 175100 / 400000 | Train Loss: 0.00035434 | Test Loss: 0.00048605 | lr: [3.2768000000000016e-05]
Epoch 175200 / 400000 | Train Loss: 0.00035706 | Test Loss: 0.00048927 | lr: [3.2768000000000016e-05]
Epoch 175300 / 400000 | Train Loss: 0.00035844 | Test Loss: 0.00049404 | lr: [3.2768000000000016e-05]
Epoch 175400 / 400000 | Train Loss: 0.00037123 | Test Loss: 0.00050364 | lr: [3.2768000000000016e-05]
Epoch 175500 / 400000 | Train Loss: 0.00038376 | Test Loss: 0.00052072 | lr: [3.2768000000000016e-05]
Epoch 175600 / 400000 | Train Loss: 0.00035763 | Test Loss: 0.00049279 | lr: [3.2768000000000016e-05]
Epoch 175700 / 400000 | Train Loss: 0.00036886 | Test Loss: 0.00049750 | lr: [3.2768000000000016e-05]
Epoch 175800 / 400000 | Train Loss: 0.00034707 | Test Loss: 0.00048018 | lr: [3.2768000000000016e-05]
Epoch 175900 / 400000 | Train Loss: 0.00035556 | Test Loss: 0.00048910 | lr: [3.2768000000000016e-05]
Epoch 176000 / 400000 | Train Loss: 0.00035450 | Test Loss: 0.00048713 | lr: [3.2768000000000016e-05]
Epoch 176100 / 400000 | Train Loss: 0.00037347 | Test Loss: 0.00051421 | lr: [3.2768000000000016e-05]
Epoch 176200 / 400000 | Train Loss: 0.00035439 | Test Loss: 0.00048719 | lr: [3.2768000000000016e-05]
Epoch 176300 / 400000 | Train Loss: 0.00034898 | Test Loss: 0.00048230 | lr: [3.2768000000000016e-05]
Epoch 176400 / 400000 | Train Loss: 0.00036349 | Test Loss: 0.00049292 | lr: [3.2768000000000016e-05]
Epoch 176500 / 400000 | Train Loss: 0.00035159 | Test Loss: 0.00048467 | lr: [3.2768000000000016e-05]
Epoch 176600 / 400000 | Train Loss: 0.00036118 | Test Loss: 0.00049407 | lr: [3.2768000000000016e-05]
Epoch 176700 / 400000 | Train Loss: 0.00036013 | Test Loss: 0.00049102 | lr: [3.2768000000000016e-05]
Epoch 176800 / 400000 | Train Loss: 0.00035372 | Test Loss: 0.00048421 | lr: [3.2768000000000016e-05]
Epoch 176900 / 400000 | Train Loss: 0.00035448 | Test Loss: 0.00048929 | lr: [3.2768000000000016e-05]
Epoch 177000 / 400000 | Train Loss: 0.00035505 | Test Loss: 0.00048761 | lr: [3.2768000000000016e-05]
Epoch 177100 / 400000 | Train Loss: 0.00037931 | Test Loss: 0.00051199 | lr: [3.2768000000000016e-05]
Epoch 177200 / 400000 | Train Loss: 0.00035957 | Test Loss: 0.00049196 | lr: [3.2768000000000016e-05]
Epoch 177300 / 400000 | Train Loss: 0.00037733 | Test Loss: 0.00050768 | lr: [3.2768000000000016e-05]
Epoch 177400 / 400000 | Train Loss: 0.00034821 | Test Loss: 0.00048038 | lr: [3.2768000000000016e-05]
Epoch 177500 / 400000 | Train Loss: 0.00034550 | Test Loss: 0.00047722 | lr: [3.2768000000000016e-05]
Epoch 177600 / 400000 | Train Loss: 0.00034710 | Test Loss: 0.00047986 | lr: [3.2768000000000016e-05]
Epoch 177700 / 400000 | Train Loss: 0.00035571 | Test Loss: 0.00048679 | lr: [3.2768000000000016e-05]
Epoch 177800 / 400000 | Train Loss: 0.00035039 | Test Loss: 0.00048184 | lr: [3.2768000000000016e-05]
Epoch 177900 / 400000 | Train Loss: 0.00035623 | Test Loss: 0.00048917 | lr: [3.2768000000000016e-05]
Epoch 178000 / 400000 | Train Loss: 0.00034162 | Test Loss: 0.00047361 | lr: [3.2768000000000016e-05]
Epoch 178100 / 400000 | Train Loss: 0.00036406 | Test Loss: 0.00049609 | lr: [3.2768000000000016e-05]
Epoch 178200 / 400000 | Train Loss: 0.00034870 | Test Loss: 0.00048189 | lr: [3.2768000000000016e-05]
Epoch 178300 / 400000 | Train Loss: 0.00035441 | Test Loss: 0.00048334 | lr: [3.2768000000000016e-05]
Epoch 178400 / 400000 | Train Loss: 0.00035209 | Test Loss: 0.00048241 | lr: [3.2768000000000016e-05]
Epoch 178500 / 400000 | Train Loss: 0.00036389 | Test Loss: 0.00049332 | lr: [3.2768000000000016e-05]
Epoch 178600 / 400000 | Train Loss: 0.00035729 | Test Loss: 0.00049193 | lr: [3.2768000000000016e-05]
Epoch 178700 / 400000 | Train Loss: 0.00035636 | Test Loss: 0.00048783 | lr: [3.2768000000000016e-05]
Epoch 178800 / 400000 | Train Loss: 0.00035398 | Test Loss: 0.00048445 | lr: [3.2768000000000016e-05]
Epoch 178900 / 400000 | Train Loss: 0.00034522 | Test Loss: 0.00047579 | lr: [3.2768000000000016e-05]
Epoch 179000 / 400000 | Train Loss: 0.00036384 | Test Loss: 0.00049482 | lr: [3.2768000000000016e-05]
Epoch 179100 / 400000 | Train Loss: 0.00034615 | Test Loss: 0.00047759 | lr: [3.2768000000000016e-05]
Epoch 179200 / 400000 | Train Loss: 0.00037867 | Test Loss: 0.00050722 | lr: [3.2768000000000016e-05]
Epoch 179300 / 400000 | Train Loss: 0.00033995 | Test Loss: 0.00047076 | lr: [3.2768000000000016e-05]
Epoch 179400 / 400000 | Train Loss: 0.00040280 | Test Loss: 0.00052921 | lr: [3.2768000000000016e-05]
Epoch 179500 / 400000 | Train Loss: 0.00034190 | Test Loss: 0.00047385 | lr: [3.2768000000000016e-05]
Epoch 179600 / 400000 | Train Loss: 0.00034852 | Test Loss: 0.00047998 | lr: [3.2768000000000016e-05]
Epoch 179700 / 400000 | Train Loss: 0.00034028 | Test Loss: 0.00047007 | lr: [3.2768000000000016e-05]
Epoch 179800 / 400000 | Train Loss: 0.00034157 | Test Loss: 0.00047319 | lr: [3.2768000000000016e-05]
Epoch 179900 / 400000 | Train Loss: 0.00035650 | Test Loss: 0.00047927 | lr: [3.2768000000000016e-05]
Epoch 180000 / 400000 | Train Loss: 0.00035902 | Test Loss: 0.00049283 | lr: [3.2768000000000016e-05]
Epoch 180100 / 400000 | Train Loss: 0.00033416 | Test Loss: 0.00046441 | lr: [3.2768000000000016e-05]
Epoch 180200 / 400000 | Train Loss: 0.00034416 | Test Loss: 0.00047711 | lr: [3.2768000000000016e-05]
Epoch 180300 / 400000 | Train Loss: 0.00035818 | Test Loss: 0.00048788 | lr: [3.2768000000000016e-05]
Epoch 180400 / 400000 | Train Loss: 0.00036874 | Test Loss: 0.00049923 | lr: [3.2768000000000016e-05]
Epoch 180500 / 400000 | Train Loss: 0.00035190 | Test Loss: 0.00048280 | lr: [3.2768000000000016e-05]
Epoch 180600 / 400000 | Train Loss: 0.00034857 | Test Loss: 0.00047441 | lr: [3.2768000000000016e-05]
Epoch 180700 / 400000 | Train Loss: 0.00033761 | Test Loss: 0.00046768 | lr: [3.2768000000000016e-05]
Epoch 180800 / 400000 | Train Loss: 0.00034828 | Test Loss: 0.00047904 | lr: [3.2768000000000016e-05]
Epoch 180900 / 400000 | Train Loss: 0.00033713 | Test Loss: 0.00047190 | lr: [3.2768000000000016e-05]
Epoch 181000 / 400000 | Train Loss: 0.00033105 | Test Loss: 0.00046122 | lr: [3.2768000000000016e-05]
Epoch 181100 / 400000 | Train Loss: 0.00034211 | Test Loss: 0.00046910 | lr: [3.2768000000000016e-05]
Epoch 181200 / 400000 | Train Loss: 0.00035163 | Test Loss: 0.00048282 | lr: [3.2768000000000016e-05]
Epoch 181300 / 400000 | Train Loss: 0.00035939 | Test Loss: 0.00049463 | lr: [3.2768000000000016e-05]
Epoch 181400 / 400000 | Train Loss: 0.00034751 | Test Loss: 0.00048021 | lr: [3.2768000000000016e-05]
Epoch 181500 / 400000 | Train Loss: 0.00036450 | Test Loss: 0.00049039 | lr: [3.2768000000000016e-05]
Epoch 181600 / 400000 | Train Loss: 0.00032603 | Test Loss: 0.00045493 | lr: [3.2768000000000016e-05]
Epoch 181700 / 400000 | Train Loss: 0.00033735 | Test Loss: 0.00046709 | lr: [3.2768000000000016e-05]
Epoch 181800 / 400000 | Train Loss: 0.00034620 | Test Loss: 0.00047766 | lr: [3.2768000000000016e-05]
Epoch 181900 / 400000 | Train Loss: 0.00034250 | Test Loss: 0.00047307 | lr: [3.2768000000000016e-05]
Epoch 182000 / 400000 | Train Loss: 0.00032695 | Test Loss: 0.00045749 | lr: [3.2768000000000016e-05]
Epoch 182100 / 400000 | Train Loss: 0.00032466 | Test Loss: 0.00045382 | lr: [3.2768000000000016e-05]
Epoch 182200 / 400000 | Train Loss: 0.00032571 | Test Loss: 0.00045509 | lr: [3.2768000000000016e-05]
Epoch 182300 / 400000 | Train Loss: 0.00032457 | Test Loss: 0.00045369 | lr: [3.2768000000000016e-05]
Epoch 182400 / 400000 | Train Loss: 0.00035780 | Test Loss: 0.00048692 | lr: [3.2768000000000016e-05]
Epoch 182500 / 400000 | Train Loss: 0.00032663 | Test Loss: 0.00045687 | lr: [3.2768000000000016e-05]
Epoch 182600 / 400000 | Train Loss: 0.00032223 | Test Loss: 0.00045057 | lr: [3.2768000000000016e-05]
Epoch 182700 / 400000 | Train Loss: 0.00033712 | Test Loss: 0.00046761 | lr: [3.2768000000000016e-05]
Epoch 182800 / 400000 | Train Loss: 0.00033332 | Test Loss: 0.00046120 | lr: [3.2768000000000016e-05]
Epoch 182900 / 400000 | Train Loss: 0.00034129 | Test Loss: 0.00047791 | lr: [3.2768000000000016e-05]
Epoch 183000 / 400000 | Train Loss: 0.00033981 | Test Loss: 0.00046996 | lr: [3.2768000000000016e-05]
Epoch 183100 / 400000 | Train Loss: 0.00032282 | Test Loss: 0.00045196 | lr: [3.2768000000000016e-05]
Epoch 183200 / 400000 | Train Loss: 0.00033320 | Test Loss: 0.00046202 | lr: [3.2768000000000016e-05]
Epoch 183300 / 400000 | Train Loss: 0.00032092 | Test Loss: 0.00044969 | lr: [3.2768000000000016e-05]
Epoch 183400 / 400000 | Train Loss: 0.00033065 | Test Loss: 0.00046325 | lr: [3.2768000000000016e-05]
Epoch 183500 / 400000 | Train Loss: 0.00032466 | Test Loss: 0.00045403 | lr: [3.2768000000000016e-05]
Epoch 183600 / 400000 | Train Loss: 0.00033428 | Test Loss: 0.00046582 | lr: [3.2768000000000016e-05]
Epoch 183700 / 400000 | Train Loss: 0.00034202 | Test Loss: 0.00046968 | lr: [3.2768000000000016e-05]
Epoch 183800 / 400000 | Train Loss: 0.00033650 | Test Loss: 0.00046376 | lr: [3.2768000000000016e-05]
Epoch 183900 / 400000 | Train Loss: 0.00033308 | Test Loss: 0.00046082 | lr: [3.2768000000000016e-05]
Epoch 184000 / 400000 | Train Loss: 0.00035339 | Test Loss: 0.00047105 | lr: [3.2768000000000016e-05]
Epoch 184100 / 400000 | Train Loss: 0.00032926 | Test Loss: 0.00045744 | lr: [3.2768000000000016e-05]
Epoch 184200 / 400000 | Train Loss: 0.00032239 | Test Loss: 0.00044897 | lr: [3.2768000000000016e-05]
Epoch 184300 / 400000 | Train Loss: 0.00032418 | Test Loss: 0.00045241 | lr: [3.2768000000000016e-05]
Epoch 184400 / 400000 | Train Loss: 0.00034647 | Test Loss: 0.00048051 | lr: [3.2768000000000016e-05]
Epoch 184500 / 400000 | Train Loss: 0.00033642 | Test Loss: 0.00046222 | lr: [3.2768000000000016e-05]
Epoch 184600 / 400000 | Train Loss: 0.00032772 | Test Loss: 0.00045798 | lr: [3.2768000000000016e-05]
Epoch 184700 / 400000 | Train Loss: 0.00032696 | Test Loss: 0.00045580 | lr: [3.2768000000000016e-05]
Epoch 184800 / 400000 | Train Loss: 0.00033519 | Test Loss: 0.00046158 | lr: [3.2768000000000016e-05]
Epoch 184900 / 400000 | Train Loss: 0.00034272 | Test Loss: 0.00046509 | lr: [3.2768000000000016e-05]
Epoch 185000 / 400000 | Train Loss: 0.00032438 | Test Loss: 0.00045083 | lr: [3.2768000000000016e-05]
Epoch 185100 / 400000 | Train Loss: 0.00034056 | Test Loss: 0.00047518 | lr: [3.2768000000000016e-05]
Epoch 185200 / 400000 | Train Loss: 0.00031550 | Test Loss: 0.00044343 | lr: [3.2768000000000016e-05]
Epoch 185300 / 400000 | Train Loss: 0.00032800 | Test Loss: 0.00045852 | lr: [3.2768000000000016e-05]
Epoch 185400 / 400000 | Train Loss: 0.00032164 | Test Loss: 0.00044680 | lr: [3.2768000000000016e-05]
Epoch 185500 / 400000 | Train Loss: 0.00036085 | Test Loss: 0.00048927 | lr: [3.2768000000000016e-05]
Epoch 185600 / 400000 | Train Loss: 0.00032820 | Test Loss: 0.00045719 | lr: [3.2768000000000016e-05]
Epoch 185700 / 400000 | Train Loss: 0.00033579 | Test Loss: 0.00046025 | lr: [3.2768000000000016e-05]
Epoch 185800 / 400000 | Train Loss: 0.00031816 | Test Loss: 0.00044636 | lr: [3.2768000000000016e-05]
Epoch 185900 / 400000 | Train Loss: 0.00032409 | Test Loss: 0.00045057 | lr: [3.2768000000000016e-05]
Epoch 186000 / 400000 | Train Loss: 0.00033236 | Test Loss: 0.00046142 | lr: [3.2768000000000016e-05]
Epoch 186100 / 400000 | Train Loss: 0.00032928 | Test Loss: 0.00045537 | lr: [3.2768000000000016e-05]
Epoch 186200 / 400000 | Train Loss: 0.00034092 | Test Loss: 0.00046996 | lr: [3.2768000000000016e-05]
Epoch 186300 / 400000 | Train Loss: 0.00032239 | Test Loss: 0.00045013 | lr: [3.2768000000000016e-05]
Epoch 186400 / 400000 | Train Loss: 0.00031915 | Test Loss: 0.00044692 | lr: [3.2768000000000016e-05]
Epoch 186500 / 400000 | Train Loss: 0.00034804 | Test Loss: 0.00047496 | lr: [3.2768000000000016e-05]
Epoch 186600 / 400000 | Train Loss: 0.00033330 | Test Loss: 0.00045850 | lr: [3.2768000000000016e-05]
Epoch 186700 / 400000 | Train Loss: 0.00031919 | Test Loss: 0.00044569 | lr: [3.2768000000000016e-05]
Epoch 186800 / 400000 | Train Loss: 0.00033259 | Test Loss: 0.00046130 | lr: [3.2768000000000016e-05]
Epoch 186900 / 400000 | Train Loss: 0.00033358 | Test Loss: 0.00046275 | lr: [3.2768000000000016e-05]
Epoch 187000 / 400000 | Train Loss: 0.00031867 | Test Loss: 0.00044394 | lr: [3.2768000000000016e-05]
Epoch 187100 / 400000 | Train Loss: 0.00032782 | Test Loss: 0.00045455 | lr: [3.2768000000000016e-05]
Epoch 187200 / 400000 | Train Loss: 0.00033528 | Test Loss: 0.00046540 | lr: [3.2768000000000016e-05]
Epoch 187300 / 400000 | Train Loss: 0.00031984 | Test Loss: 0.00044470 | lr: [3.2768000000000016e-05]
Epoch 187400 / 400000 | Train Loss: 0.00032905 | Test Loss: 0.00045555 | lr: [3.2768000000000016e-05]
Epoch 187500 / 400000 | Train Loss: 0.00032534 | Test Loss: 0.00045112 | lr: [3.2768000000000016e-05]
Epoch 187600 / 400000 | Train Loss: 0.00033251 | Test Loss: 0.00045674 | lr: [3.2768000000000016e-05]
Epoch 187700 / 400000 | Train Loss: 0.00033656 | Test Loss: 0.00046005 | lr: [3.2768000000000016e-05]
Epoch 187800 / 400000 | Train Loss: 0.00031968 | Test Loss: 0.00044676 | lr: [3.2768000000000016e-05]
Epoch 187900 / 400000 | Train Loss: 0.00032898 | Test Loss: 0.00045546 | lr: [3.2768000000000016e-05]
Epoch 188000 / 400000 | Train Loss: 0.00032114 | Test Loss: 0.00045132 | lr: [3.2768000000000016e-05]
Epoch 188100 / 400000 | Train Loss: 0.00032381 | Test Loss: 0.00045554 | lr: [3.2768000000000016e-05]
Epoch 188200 / 400000 | Train Loss: 0.00033408 | Test Loss: 0.00046059 | lr: [3.2768000000000016e-05]
Epoch 188300 / 400000 | Train Loss: 0.00033473 | Test Loss: 0.00046637 | lr: [3.2768000000000016e-05]
Epoch 188400 / 400000 | Train Loss: 0.00031790 | Test Loss: 0.00044395 | lr: [3.2768000000000016e-05]
Epoch 188500 / 400000 | Train Loss: 0.00032830 | Test Loss: 0.00045549 | lr: [3.2768000000000016e-05]
Epoch 188600 / 400000 | Train Loss: 0.00033437 | Test Loss: 0.00046182 | lr: [3.2768000000000016e-05]
Epoch 188700 / 400000 | Train Loss: 0.00034525 | Test Loss: 0.00046957 | lr: [3.2768000000000016e-05]
Epoch 188800 / 400000 | Train Loss: 0.00031314 | Test Loss: 0.00044023 | lr: [3.2768000000000016e-05]
Epoch 188900 / 400000 | Train Loss: 0.00031137 | Test Loss: 0.00043756 | lr: [3.2768000000000016e-05]
Epoch 189000 / 400000 | Train Loss: 0.00032029 | Test Loss: 0.00044699 | lr: [3.2768000000000016e-05]
Epoch 189100 / 400000 | Train Loss: 0.00034784 | Test Loss: 0.00047827 | lr: [3.2768000000000016e-05]
Epoch 189200 / 400000 | Train Loss: 0.00034144 | Test Loss: 0.00046630 | lr: [3.2768000000000016e-05]
Epoch 189300 / 400000 | Train Loss: 0.00031887 | Test Loss: 0.00044618 | lr: [3.2768000000000016e-05]
Epoch 189400 / 400000 | Train Loss: 0.00031038 | Test Loss: 0.00043632 | lr: [3.2768000000000016e-05]
Epoch 189500 / 400000 | Train Loss: 0.00031545 | Test Loss: 0.00043979 | lr: [3.2768000000000016e-05]
Epoch 189600 / 400000 | Train Loss: 0.00032201 | Test Loss: 0.00044992 | lr: [3.2768000000000016e-05]
Epoch 189700 / 400000 | Train Loss: 0.00031842 | Test Loss: 0.00044401 | lr: [3.2768000000000016e-05]
Epoch 189800 / 400000 | Train Loss: 0.00033698 | Test Loss: 0.00046305 | lr: [3.2768000000000016e-05]
Epoch 189900 / 400000 | Train Loss: 0.00030760 | Test Loss: 0.00043294 | lr: [3.2768000000000016e-05]
Epoch 190000 / 400000 | Train Loss: 0.00030873 | Test Loss: 0.00043488 | lr: [3.2768000000000016e-05]
Epoch 190100 / 400000 | Train Loss: 0.00033525 | Test Loss: 0.00046164 | lr: [3.2768000000000016e-05]
Epoch 190200 / 400000 | Train Loss: 0.00030567 | Test Loss: 0.00043057 | lr: [3.2768000000000016e-05]
Epoch 190300 / 400000 | Train Loss: 0.00032298 | Test Loss: 0.00044549 | lr: [3.2768000000000016e-05]
Epoch 190400 / 400000 | Train Loss: 0.00033207 | Test Loss: 0.00045448 | lr: [3.2768000000000016e-05]
Epoch 190500 / 400000 | Train Loss: 0.00034605 | Test Loss: 0.00048392 | lr: [3.2768000000000016e-05]
Epoch 190600 / 400000 | Train Loss: 0.00032294 | Test Loss: 0.00044369 | lr: [3.2768000000000016e-05]
Epoch 190700 / 400000 | Train Loss: 0.00030891 | Test Loss: 0.00043432 | lr: [3.2768000000000016e-05]
Epoch 190800 / 400000 | Train Loss: 0.00030874 | Test Loss: 0.00043421 | lr: [3.2768000000000016e-05]
Epoch 190900 / 400000 | Train Loss: 0.00032032 | Test Loss: 0.00044872 | lr: [3.2768000000000016e-05]
Epoch 191000 / 400000 | Train Loss: 0.00033863 | Test Loss: 0.00047039 | lr: [3.2768000000000016e-05]
Epoch 191100 / 400000 | Train Loss: 0.00031881 | Test Loss: 0.00044583 | lr: [3.2768000000000016e-05]
Epoch 191200 / 400000 | Train Loss: 0.00032596 | Test Loss: 0.00045195 | lr: [3.2768000000000016e-05]
Epoch 191300 / 400000 | Train Loss: 0.00033665 | Test Loss: 0.00046651 | lr: [3.2768000000000016e-05]
Epoch 191400 / 400000 | Train Loss: 0.00035133 | Test Loss: 0.00048310 | lr: [3.2768000000000016e-05]
Epoch 191500 / 400000 | Train Loss: 0.00032076 | Test Loss: 0.00044813 | lr: [3.2768000000000016e-05]
Epoch 191600 / 400000 | Train Loss: 0.00031323 | Test Loss: 0.00043881 | lr: [3.2768000000000016e-05]
Epoch 191700 / 400000 | Train Loss: 0.00031565 | Test Loss: 0.00044035 | lr: [3.2768000000000016e-05]
Epoch 191800 / 400000 | Train Loss: 0.00031392 | Test Loss: 0.00043658 | lr: [3.2768000000000016e-05]
Epoch 191900 / 400000 | Train Loss: 0.00031352 | Test Loss: 0.00043966 | lr: [3.2768000000000016e-05]
Epoch 192000 / 400000 | Train Loss: 0.00030401 | Test Loss: 0.00042789 | lr: [3.2768000000000016e-05]
Epoch 192100 / 400000 | Train Loss: 0.00032750 | Test Loss: 0.00045216 | lr: [3.2768000000000016e-05]
Epoch 192200 / 400000 | Train Loss: 0.00031352 | Test Loss: 0.00043578 | lr: [3.2768000000000016e-05]
Epoch 192300 / 400000 | Train Loss: 0.00031526 | Test Loss: 0.00044020 | lr: [3.2768000000000016e-05]
Epoch 192400 / 400000 | Train Loss: 0.00033075 | Test Loss: 0.00045584 | lr: [3.2768000000000016e-05]
Epoch 192500 / 400000 | Train Loss: 0.00030350 | Test Loss: 0.00042718 | lr: [3.2768000000000016e-05]
Epoch 192600 / 400000 | Train Loss: 0.00031137 | Test Loss: 0.00043642 | lr: [3.2768000000000016e-05]
Epoch 192700 / 400000 | Train Loss: 0.00030511 | Test Loss: 0.00043045 | lr: [3.2768000000000016e-05]
Epoch 192800 / 400000 | Train Loss: 0.00033374 | Test Loss: 0.00044943 | lr: [3.2768000000000016e-05]
Epoch 192900 / 400000 | Train Loss: 0.00032492 | Test Loss: 0.00044923 | lr: [3.2768000000000016e-05]
Epoch 193000 / 400000 | Train Loss: 0.00030441 | Test Loss: 0.00042799 | lr: [3.2768000000000016e-05]
Epoch 193100 / 400000 | Train Loss: 0.00033192 | Test Loss: 0.00045475 | lr: [3.2768000000000016e-05]
Epoch 193200 / 400000 | Train Loss: 0.00031061 | Test Loss: 0.00043447 | lr: [3.2768000000000016e-05]
Epoch 193300 / 400000 | Train Loss: 0.00032037 | Test Loss: 0.00044330 | lr: [3.2768000000000016e-05]
Epoch 193400 / 400000 | Train Loss: 0.00030708 | Test Loss: 0.00043326 | lr: [3.2768000000000016e-05]
Epoch 193500 / 400000 | Train Loss: 0.00031809 | Test Loss: 0.00044388 | lr: [3.2768000000000016e-05]
